S.No.,Br,Course Name/Group Name,Credits,Instructor,Time,Venue,Time,Venue,Time,Venue
982,SEE,INTRODUCTION TO BIOENERGY AND BIOFUELS(SEE608),3-0-0-0(9),"Deepika Swami(I), RAJU KUMAR GUPTA(O), ANAND SINGH(O)","TF 12:00-13:00 ,W 14:00-15:00",,,,,
983,SEE,INTRODUCTION TO BIOENERGY AND BIOFUELS(SEE608A),3-0-0-0(9),"Deepika Swami(I), RAJU KUMAR GUPTA(O), ANAND SINGH(O)","W (T110)  14:00-15:00 ,T (T110) F (T110)  12:00-13:00",T110,,,,
984,SEE,MATHEMATICAL AND COMPUTATIONAL TOOLS FOR ENGINEERING(SEE609),3-0-0-0(9),Lalit Pant(I),"W 12:00-13:00 ,F 14:00-15:00 ,T 17:00-18:00",,,,,
985,SEE,MATHEMATICAL AND COMPUTATIONAL TOOLS FOR ENGINEERING(SEE609A),3-0-0-0(9),Lalit Pant(I),"W (WL235)  12:00-13:00 ,F (WL235)  14:00-15:00 ,T (WL235)  17:00-18:00",WL235,,,,
986,SEE,SUSTAINABLE ENERGY AND ENABLING NET ZERO EMISSIONS(SEE622),3-0-0-0(9),"Rajeev Jindal(I), Anna Agarwal(O)",WF 09:00-10:15,,,,,
987,SEE,SUSTAINABLE ENERGY AND ENABLING NET ZERO EMISSIONS(SEE622A),3-0-0-0(9),"Rajeev Jindal(I), Anna Agarwal(O)",W (T101) F (T101)  09:00-10:15,T101,,,,
988,SEE,FUEL CELL ELECTRICAL ENERGY SYSTEMS(SEE623),3-0-0-0(9),Amarendra Edpuganti(I),TTh 15:30-17:00,,,,,
989,SEE,FUEL CELL ELECTRICAL ENERGY SYSTEMS(SEE623A),3-0-0-0(9),Amarendra Edpuganti(I),T (T102) Th (T102)  15:30-17:00,T102,,,,
990,SEE,DESIGN STRATEGIES FOR NET-ZERO ENERGY BUILDINGS(SEE624),3-0-0-0(9),Aakash Rai(I),MTh 10:30-12:00,,,,,
991,SEE,DESIGN STRATEGIES FOR NET-ZERO ENERGY BUILDINGS(SEE624A),3-0-0-0(9),Aakash Rai(I),M (T110) Th (T110)  10:30-12:00,T110,,,,
992,SEE,ECOLOGICAL PRINCIPLES AND BIODIVERSITY FOR SUSTAINABILITY(SEE626M),3-0-0-0(5),Ankur Awadhiya(I),TWTh 08:00-09:00,,,,,
993,SEE,SEMINAR PARTICIPATION(SEE690),0-0-0-0(0),Rajeev Jindal(I),WF 17:00-18:30,,,,,
994,SEE,SEMINAR PARTICIPATION(SEE690A),0-0-0-0(0),Rajeev Jindal(I),W (T103) F (T103)  17:00-18:30,T103,,,,
995,SEE,SEMINAR PRESENTATION(SEE691),0-0-0-0(0),"Rajeev Jindal(I), ASHISH GARG(O)",WF 17:00-18:30,,,,,
996,SEE,SEMINAR PRESENTATION(SEE691A),0-0-0-0(0),Rajeev Jindal(I),WF 17:00-18:30,,,,,
997,SEE,M TECH THESIS(SEE699),0-0-0-0(0),"DPGCSEE (I), DUGCSEE (O)",,,,,,
998,SEE,PHD THESIS(SEE799),0-0-0-0(0),DPGCSEE (I),,,,,,
999,SEE,MS - RESEARCH THESIS(SEE899),0-0-0-0(0),DPGCSEE (I),,,,,,
1000,SSA,INTRODUCTION TO SPACE & ASTRONOMICAL INSTRUMENTATION(SPA601),3-0-0-0(9),J Yadav(I),WF 10:30-12:00,,,,,
1001,SSA,INTRODUCTION TO SPACE & ASTRONOMICAL INSTRUMENTATION(SPA601A),3-0-0-0(9),J Yadav(I),W (T109) F (T109)  10:30-12:00,T109,,,,
1002,SSA,MATHEMATICAL METHODS IN SPACE SCIENCES & ENGINEERING(SPA602),3-0-0-0(9),PANKAJ    JAIN (I),MTh 10:30-12:00,,,,,
1003,SSA,MATHEMATICAL METHODS IN SPACE SCIENCES & ENGINEERING(SPA602A),3-0-0-0(9),PANKAJ    JAIN (I),M (T112) Th (T112)  10:30-12:00,T112,,,,
1004,SSA,SOLAR SYSTEM PROCESSES AND SPACE MISSIONS(SPA603),3-0-0-0(9),"ISHAN  SHARMA   (I), Kunal Mooley(O)",WF 09:00-10:15,,,,,
1005,SSA,SOLAR SYSTEM PROCESSES AND SPACE MISSIONS(SPA603A),3-0-0-0(9),ISHAN  SHARMA   (I),W (T109) F (T109)  09:00-10:15,T109,,,,
1006,SSA,FUNDAMENTALS OF ASTRONOMY AND ASTROPHYSICS(SPA610),3-0-0-0(9),Amitesh Omar(I),MTh 09:00-10:15,,,,,
1007,SSA,FUNDAMENTALS OF ASTRONOMY AND ASTROPHYSICS(SPA610A),3-0-0-0(9),Amitesh Omar(I),M (T112) Th (T112)  09:00-10:15,T112,,,,
1008,SSA,SOLAR SYSTEM MECHANICS(SPA620),3-0-0-0(9),Sharvari Nadkarni Ghosh (I),MTh 12:00-13:15,,,,,
1009,SSA,SOLAR SYSTEM MECHANICS(SPA620A),3-0-0-0(9),Sharvari Nadkarni Ghosh (I),M (T112) Th (T112)  12:00-13:15,T112,,,,
1010,SSA,PHD THESIS(SPA799),0-0-0-0(0),Sharvari Nadkarni Ghosh (I),,,,,,
